,Date,Adj_Close,iPhone,Two_Week_Difference,Percent_Change
0,2000-01-03,0.854541,,,
1,2000-01-04,0.782494,,,
2,2000-01-05,0.793945,,,
3,2000-01-06,0.725238,,,
4,2000-01-07,0.759592,,,
5,2000-01-10,0.746232,,,
6,2000-01-11,0.708062,,,
7,2000-01-12,0.665597,,,
8,2000-01-13,0.738598,,,
9,2000-01-14,0.766749,,,
10,2000-01-18,0.793468,,,
11,2000-01-19,0.813508,,,
12,2000-01-20,0.866469,,,
13,2000-01-21,0.84977,,,
14,2000-01-24,0.811122,,,
15,2000-01-25,0.856926,,,
16,2000-01-26,0.841181,,,
17,2000-01-27,0.83975,,,
18,2000-01-28,0.775814,,,
19,2000-01-31,0.792037,,,
20,2000-02-01,0.765317,,,
21,2000-02-02,0.754343,,,
22,2000-02-03,0.788697,,,
23,2000-02-04,0.824482,,,
24,2000-02-07,0.870763,,,
25,2000-02-08,0.876966,,,
26,2000-02-09,0.859789,,,
27,2000-02-10,0.866469,,-0.04709950000000018,-5.511672348079283
28,2000-02-11,0.830207,,-0.051564071428571334,-6.034124919526545
29,2000-02-14,0.884123,,-0.04819014285714285,-5.6393014328326965
30,2000-02-15,0.908456,,-0.049621499999999874,-5.806801546093151
31,2000-02-16,0.87124,,-0.04369135714285732,-5.112845041122347
32,2000-02-17,0.876966,,-0.049757785714285685,-5.822749957495976
33,2000-02-18,0.849293,,-0.05057571428571428,-5.918465502031416
34,2000-02-22,0.868855,,-0.05388164285714292,-6.305331500436248
35,2000-02-23,0.887462,,-0.057051142857142856,-6.676232370025881
36,2000-02-24,0.879471,,-0.05995650000000008,-7.016222744139846
37,2000-02-25,0.842612,,-0.05712771428571417,-6.685192903057217
38,2000-02-28,0.864561,,-0.05116364285714292,-5.9872660126480675
39,2000-02-29,0.875058,,-0.046494642857142776,-5.4408908240965355
40,2000-03-01,0.994817,,-0.05661664285714285,-6.625386360296679
41,2000-03-02,0.931359,,-0.06005885714285708,-7.028200770104311
42,2000-03-03,0.977163,,-0.06919249999999999,-8.097036888809313
43,2000-03-06,0.95951,,-0.07263464285714272,-8.49984293991075
44,2000-03-07,0.938038,,-0.06994228571428573,-8.184778227643347
45,2000-03-08,0.931359,,-0.0719872142857142,-8.424079627041205
46,2000-03-09,0.933267,,-0.0687835714285715,-8.049183295894696
47,2000-03-10,0.959987,,-0.07260057142857146,-8.495855837060066
48,2000-03-13,0.92611,,-0.06929464285714282,-8.108989838655233
49,2000-03-14,0.872194,,-0.058695571428571514,-6.86866650383908
50,2000-03-15,0.887462,,-0.05278249999999984,-6.176707729646658
51,2000-03-16,0.928019,,-0.057588000000000084,-6.739056405719572
52,2000-03-17,0.954261,,-0.06443814285714289,-7.54067304636558
53,2000-03-20,0.938993,,-0.06914121428571429,-8.091035337767796
54,2000-03-21,1.030125,,-0.062018357142857194,-7.257505156903788
55,2000-03-22,1.10074,,-0.06948199999999993,-8.130914724981006
56,2000-03-23,1.078793,,-0.06624442857142854,-7.752048008396149
57,2000-03-24,1.058752,,-0.06794835714285719,-7.951444944462254
58,2000-03-27,1.065433,,-0.07493499999999997,-8.769035072629631
59,2000-03-28,1.062093,,-0.07997892857142863,-9.359285109951264
60,2000-03-29,1.03776,,-0.08342121428571425,-9.762107878465077
61,2000-03-30,0.959987,,-0.07551449999999993,-8.836849255916327
62,2000-03-31,1.036805,,-0.07933164285714289,-9.283538514494085
63,2000-04-03,1.017719,,-0.09081685714285692,-10.627559958253253
64,2000-04-04,0.971915,,-0.09627842857142843,-11.266683350644199
65,2000-04-05,0.995295,,-0.0949833571428571,-11.115131648786553
66,2000-04-06,0.955693,,-0.08867849999999988,-10.377325371164154
67,2000-04-07,1.005791,,-0.08888300000000005,-10.40125634697458
68,2000-04-10,0.954261,,-0.08094214285714296,-9.472002262868951
69,2000-04-11,0.911797,,-0.055347571428571496,-6.476877227490722
70,2000-04-12,0.834024,,-0.03060478571428582,-3.5814297633800862
71,2000-04-13,0.868855,,-0.009952000000000072,-1.1646018154775573
72,2000-04-14,0.854064,,0.01424542857142852,1.6670269269032756
73,2000-04-17,0.945673,,0.0318992857142858,3.7329145955882512
74,2000-04-18,0.968576,,0.044304785714285644,5.18462960984735
75,2000-04-19,0.924679,,0.04682678571428556,5.479758807861244
76,2000-04-20,0.907502,,0.06396950000000012,7.4858315750795015
77,2000-04-24,0.919908,,0.08135064285714266,9.519805703546426
78,2000-04-25,0.979549,,0.08683771428571407,10.161913154045747
79,2000-04-26,0.92611,,0.09658492857142853,11.302550558888166
80,2000-04-27,0.96762,,0.09583528571428557,11.214825937466495
81,2000-04-28,0.947104,,0.10479850000000002,12.263718183211807
82,2000-05-01,0.949013,,0.09975450000000019,11.673459787184019
83,2000-05-02,0.899868,,0.08711064285714287,10.19385177038233
84,2000-05-03,0.878398,,0.06645757142857145,7.776990387655062
85,2000-05-04,0.844998,,0.05459757142857147,6.389110812538131
86,2000-05-05,0.863607,,0.0388181428571428,4.542572311585143
87,2000-05-08,0.840704,,0.03800021428571421,4.446856767049703
88,2000-05-09,0.804919,,0.044748285714285685,5.236528816555985
89,2000-05-10,0.758161,,0.054120428571428736,6.333274655215927
90,2000-05-11,0.78488,,0.05364321428571428,6.277430139187504
91,2000-05-12,0.821619,,0.05367735714285726,6.281425600744408
92,2000-05-15,0.771043,,0.06911592857142856,8.088076355777964
93,2000-05-16,0.806827,,0.07269435714285721,8.506830818282237
94,2000-05-17,0.773906,,0.0873830000000001,10.225723517069408
95,2000-05-18,0.769135,,0.09590314285714285,11.222766708343174
96,2000-05-19,0.717605,,0.11205742857142853,13.113171699360068
97,2000-05-22,0.68659,,0.12643950000000004,14.796188831197105
98,2000-05-23,0.6551,,0.1455589285714286,17.033580433405607
99,2000-05-24,0.669414,,0.15639657142857133,18.301821846882866
100,2000-05-25,0.666193,,0.17117921428571425,20.03171460301077
101,2000-05-26,0.659394,,0.17663214285714302,20.669826591953225
102,2000-05-30,0.66846,,0.17468942857142855,20.442486501107442
103,2000-05-31,0.641263,,0.17114514285714288,20.027727500160072
104,2000-06-01,0.680388,,0.16985014285714273,19.876184157008584
105,2000-06-02,0.70663,,0.17104299999999983,20.015774550314124
106,2000-06-05,0.697088,,0.1614322142857143,18.891102274286933
107,2000-06-06,0.709016,,0.15989849999999994,18.711624135061975
108,2000-06-07,0.737167,,0.14868599999999998,17.399516231520778
109,2000-06-08,0.723807,,0.13921164285714294,16.290809084308762
110,2000-06-09,0.730964,,0.12172828571428562,14.24487364728967
111,2000-06-12,0.696133,,0.10581249999999998,12.382378376227702
