,Date,Open,Close,pct_change
29,2010-02-16,7.212143,7.264286,0.00722988992314777
30,2010-02-17,7.2925,7.233929,-0.008031676379842367
31,2010-02-18,7.201071,7.2475,0.006447513154640427
32,2010-02-19,7.209286,7.2025,-0.0009412860025250769
33,2010-02-22,7.226429,7.157857,-0.009489057458393457
34,2010-02-23,7.142857,7.037857,-0.014700000294000093
35,2010-02-24,7.079643,7.166429,0.012258527725197421
36,2010-02-25,7.049286,7.214286,0.02340662586253406
37,2010-02-26,7.227857,7.307857,0.011068287598938298
38,2010-03-01,7.348214,7.463929,0.01574736391727316
39,2010-03-02,7.4975,7.458929,-0.005144514838279379
40,2010-03-03,7.462143,7.476071,0.0018664879512493293
41,2010-03-04,7.474286,7.525357,0.006832893469690626
42,2010-03-05,7.676429,7.819643,0.018656330958053635
43,2010-03-08,7.8575,7.824286,-0.004227044225262544
44,2010-03-09,7.796786,7.965,0.021574787354686986
45,2010-03-10,7.993929,8.03,0.004512299271109299
46,2010-03-11,7.996786,8.053571,0.007100977817838361
47,2010-03-12,8.120357,8.092857,-0.003386550615939621
48,2010-03-15,8.049286,7.994286,-0.006832904185539057
49,2010-03-16,8.006429,8.016071,0.0012042822087099392
50,2010-03-17,8.032143,8.004286,-0.0034681902451187963
51,2010-03-18,8.003571,8.023214,0.002454279471000964
52,2010-03-19,8.028214,7.9375,-0.01129939984160866
53,2010-03-22,7.873929,8.026786,0.019413052873603398
54,2010-03-23,8.058571,8.155714,0.01205461861662549
55,2010-03-24,8.13,8.191786,0.007599753997539871
56,2010-03-25,8.247143,8.094643,-0.018491252061471508
57,2010-03-26,8.176786,8.246429,0.008517160654565092
58,2010-03-29,8.321429,8.299643,-0.0026180599510012836
59,2010-03-30,8.45,8.423214,-0.0031699408284022734
60,2010-03-31,8.410357,8.392857,-0.0020807677961827142
61,2010-04-01,8.478929,8.4275,-0.006065506622357719
62,2010-04-05,8.392143,8.5175,0.014937424207380534
63,2010-04-06,8.507143,8.555,0.005625507882023539
64,2010-04-07,8.555357,8.592857,0.004383218607943551
65,2010-04-08,8.587143,8.569643,-0.002037930426918466
66,2010-04-09,8.6225,8.635357,0.0014910988692375948
67,2010-04-12,8.65,8.653214,0.00037156069364163713
68,2010-04-13,8.637857,8.658214,0.0023567188018971397
69,2010-04-14,8.76,8.774643,0.0016715753424656477
70,2010-04-15,8.777857,8.89,0.012775669505666443
71,2010-04-16,8.8775,8.835714,-0.004706955787102229
72,2010-04-19,8.8225,8.823929,0.000161972230093399
73,2010-04-20,8.876429,8.735357,-0.01589287764257441
74,2010-04-21,9.242857,9.257857,0.001622874831883614
75,2010-04-22,9.222857,9.516786,0.031869625648538236
76,2010-04-23,9.571071,9.6725,0.010597455603453376
77,2010-04-26,9.71,9.625,-0.008753861997940371
78,2010-04-27,9.545357,9.358571,-0.019568257111808318
79,2010-04-28,9.401786,9.342857,-0.006267851661375778
80,2010-04-29,9.393571,9.594286,0.021367273425622724
81,2010-04-30,9.618214,9.324643,-0.030522402599900578
82,2010-05-03,9.422857,9.5125,0.009513356723974242
83,2010-05-04,9.388929,9.238571,-0.01601439312194164
84,2010-05-05,9.036786,9.1425,0.01169818561599234
85,2010-05-06,9.065357,8.794643,-0.029862475355355578
86,2010-05-07,8.703929,8.423571,-0.03221051090834948
87,2010-05-10,8.9375,9.071071,0.014945006993007048
88,2010-05-11,8.994286,9.161429,0.01858324273877865
89,2010-05-12,9.258571,9.360357,0.010993705184093816
90,2010-05-13,9.400714,9.227143,-0.018463597552271116
91,2010-05-14,9.112857,9.065,-0.00525159124081509
92,2010-05-17,9.096429,9.079286,-0.0018845856984098797
93,2010-05-18,9.177857,9.012857,-0.01797805304658806
94,2010-05-19,8.910714,8.869286,-0.004649234618011477
95,2010-05-20,8.638571,8.491429,-0.01703314124523614
96,2010-05-21,8.315,8.654286,0.0408040889957908
97,2010-05-24,8.831429,8.812857,-0.00210294392900634
98,2010-05-25,8.548214,8.757857,0.02452477207519599
99,2010-05-26,8.931429,8.718214,-0.023872439673427337
100,2010-05-27,8.95,9.048214,0.010973631284916241
101,2010-05-28,9.263929,9.174286,-0.009676563799225879
102,2010-06-01,9.274643,9.315357,0.004389818562288816
103,2010-06-02,9.447857,9.426786,-0.0022302412070801525
104,2010-06-03,9.470714,9.397143,-0.007768263300950595
105,2010-06-04,9.221786,9.141429,-0.00871382181282443
