,Date,Open,High,Low,Close,Adj_Close,Volume
2729,1991-09-30,0.439732,0.444196,0.4375,0.441964,0.359934,63201600
2730,1991-10-01,0.439732,0.457589,0.4375,0.453125,0.369024,131376000
2731,1991-10-02,0.462054,0.462054,0.441964,0.444196,0.361752,17987200
2732,1991-10-03,0.446429,0.446429,0.424107,0.426339,0.347209,181003200
2733,1991-10-04,0.428571,0.435268,0.424107,0.430804,0.350845,79374400
2734,1991-10-07,0.428571,0.435268,0.424107,0.429688,0.349937,64702400
2735,1991-10-08,0.429688,0.433036,0.415179,0.430804,0.350845,172256000
2736,1991-10-09,0.430804,0.435268,0.426339,0.428571,0.349027,132742400
2737,1991-10-10,0.435268,0.4375,0.417411,0.426339,0.347209,157214400
2738,1991-10-11,0.429688,0.436384,0.415179,0.433036,0.352663,120052800
2739,1991-10-14,0.4375,0.448661,0.435268,0.445313,0.362661,111876800
2740,1991-10-15,0.450893,0.46875,0.446429,0.46875,0.381749,288209600
2741,1991-10-16,0.46875,0.482143,0.466518,0.477679,0.38902,200872000
2742,1991-10-17,0.473214,0.475446,0.459821,0.467634,0.38084,151614400
2743,1991-10-18,0.492188,0.495536,0.486607,0.491071,0.399927,446958400
2744,1991-10-21,0.493304,0.498884,0.484375,0.488839,0.398109,116692800
2745,1991-10-22,0.495536,0.502232,0.486607,0.486607,0.396291,208208000
2746,1991-10-23,0.491071,0.493304,0.470982,0.47433,0.386293,168828800
2747,1991-10-24,0.473214,0.475446,0.459821,0.465402,0.379022,177900800
2748,1991-10-25,0.462054,0.466518,0.453125,0.457589,0.372659,106971200
2749,1991-10-28,0.459821,0.462054,0.453125,0.459821,0.374477,77862400
2750,1991-10-29,0.459821,0.464286,0.453125,0.462054,0.376295,101236800
2751,1991-10-30,0.464286,0.470982,0.441964,0.444196,0.361752,148243200
2752,1991-10-31,0.453125,0.462054,0.446429,0.459821,0.374477,231806400
2753,1991-11-01,0.457589,0.464286,0.450893,0.455357,0.370841,201264000
2754,1991-11-04,0.453125,0.453125,0.433036,0.444196,0.361752,195294400
2755,1991-11-05,0.444196,0.450893,0.435268,0.435268,0.354481,215600000
2756,1991-11-06,0.4375,0.439732,0.424107,0.428571,0.349027,236790400
2757,1991-11-07,0.433036,0.450893,0.430804,0.444196,0.361752,296732800
2758,1991-11-08,0.457589,0.479911,0.455357,0.475446,0.387202,375827200
2759,1991-11-11,0.477679,0.486607,0.475446,0.479911,0.390838,164942400
2760,1991-11-12,0.484375,0.488839,0.479911,0.486607,0.396291,166689600
2761,1991-11-13,0.482143,0.486607,0.477679,0.483259,0.393565,185920000
2762,1991-11-14,0.484375,0.493304,0.482143,0.488839,0.398109,188003200
2763,1991-11-15,0.486607,0.488839,0.444196,0.446429,0.36357,256950400
2764,1991-11-18,0.446429,0.46875,0.446429,0.465402,0.379933,238739200
2765,1991-11-19,0.462054,0.462054,0.444196,0.457589,0.373555,285488000
2766,1991-11-20,0.457589,0.464286,0.448661,0.450893,0.368089,168100800
2767,1991-11-21,0.450893,0.462054,0.450893,0.455357,0.371733,106814400
2768,1991-11-22,0.455357,0.462054,0.448661,0.457589,0.373555,97843200
2769,1991-11-25,0.455357,0.466518,0.455357,0.457589,0.373555,78433600
2770,1991-11-26,0.459821,0.464286,0.446429,0.459821,0.375377,139272000
2771,1991-11-27,0.457589,0.459821,0.450893,0.455357,0.371733,63235200
2772,1991-11-29,0.450893,0.459821,0.450893,0.453125,0.369911,34092800
2773,1991-12-02,0.453125,0.464286,0.446429,0.462054,0.3772,118899200
2774,1991-12-03,0.464286,0.464286,0.448661,0.450893,0.368089,102860800
2775,1991-12-04,0.453125,0.453125,0.446429,0.450893,0.368089,80550400
2776,1991-12-05,0.450893,0.455357,0.439732,0.446429,0.364445,99198400
2777,1991-12-06,0.441964,0.444196,0.433036,0.435268,0.355333,196985600
2778,1991-12-09,0.4375,0.446429,0.435268,0.438616,0.358067,97832000
2779,1991-12-10,0.4375,0.441964,0.433036,0.438616,0.358067,122617600
2780,1991-12-11,0.439732,0.444196,0.433036,0.4375,0.357155,84560000
2781,1991-12-12,0.440848,0.444196,0.4375,0.440848,0.359889,91750400
2782,1991-12-13,0.444196,0.453125,0.444196,0.449777,0.367178,95121600
2783,1991-12-16,0.449777,0.453125,0.446429,0.450893,0.368089,77190400
2784,1991-12-17,0.450893,0.455357,0.448661,0.450893,0.368089,97843200
2785,1991-12-18,0.448661,0.464286,0.446429,0.462054,0.3772,186603200
2786,1991-12-19,0.457589,0.462054,0.453125,0.453125,0.369911,115326400
2787,1991-12-20,0.457589,0.459821,0.448661,0.448661,0.366267,128184000
2788,1991-12-23,0.450893,0.462054,0.446429,0.459821,0.375377,103163200
2789,1991-12-24,0.464286,0.479911,0.462054,0.466518,0.380844,188563200
2790,1991-12-26,0.470982,0.491071,0.466518,0.489955,0.399977,134500800
2791,1991-12-27,0.488839,0.497768,0.486607,0.491071,0.400888,167742400
2792,1991-12-30,0.491071,0.511161,0.491071,0.506696,0.413644,183646400
2793,1991-12-31,0.512277,0.517857,0.5,0.503348,0.410911,134030400
2794,1992-01-02,0.497768,0.533482,0.495536,0.53125,0.433689,233632000
2795,1992-01-03,0.535714,0.537946,0.520089,0.526786,0.430045,190254400
2796,1992-01-06,0.524554,0.526786,0.515625,0.517857,0.422755,114240000
2797,1992-01-07,0.513393,0.53125,0.513393,0.527902,0.430956,141467200
2798,1992-01-08,0.522321,0.546875,0.522321,0.540179,0.440978,232747200
2799,1992-01-09,0.540179,0.555804,0.537946,0.555804,0.453734,208510400
2800,1992-01-10,0.549107,0.558036,0.544643,0.555804,0.453734,196224000
2801,1992-01-13,0.555804,0.560268,0.549107,0.553571,0.451911,107856000
2802,1992-01-14,0.555804,0.578125,0.555804,0.575893,0.470133,273806400
2803,1992-01-15,0.575893,0.580357,0.5625,0.566964,0.462844,325740800
2804,1992-01-16,0.569196,0.573661,0.558036,0.560268,0.457378,293529600
2805,1992-01-17,0.604911,0.616071,0.578125,0.578125,0.471955,848355200
2806,1992-01-20,0.575893,0.582589,0.571429,0.571429,0.466489,209664000
2807,1992-01-21,0.573661,0.573661,0.544643,0.545759,0.445533,194084800
2808,1992-01-22,0.549107,0.569196,0.546875,0.566964,0.462844,183680000
2809,1992-01-23,0.573661,0.578125,0.5625,0.575893,0.470133,138353600
2810,1992-01-24,0.575893,0.587054,0.571429,0.577009,0.471044,177609600
2811,1992-01-27,0.578125,0.582589,0.573661,0.575893,0.470133,83451200
2812,1992-01-28,0.578125,0.583705,0.5625,0.582589,0.475599,173723200
2813,1992-01-29,0.578125,0.587054,0.564732,0.564732,0.461022,144558400
2814,1992-01-30,0.566964,0.569196,0.560268,0.569196,0.464666,87113600
2815,1992-01-31,0.571429,0.582589,0.566964,0.578125,0.471955,144558400
2816,1992-02-03,0.578125,0.591518,0.575893,0.587054,0.479245,158132800
2817,1992-02-04,0.587054,0.591518,0.580357,0.587054,0.479245,192931200
2818,1992-02-05,0.591518,0.595982,0.581473,0.590402,0.481978,161504000
2819,1992-02-06,0.587054,0.589286,0.571429,0.572545,0.4674,93139200
2820,1992-02-07,0.573661,0.578125,0.560268,0.571429,0.466489,147537600
2821,1992-02-10,0.571429,0.573661,0.5625,0.563616,0.460111,86441600
2822,1992-02-11,0.5625,0.569196,0.555804,0.561384,0.458289,122012800
2823,1992-02-12,0.569196,0.584821,0.5625,0.582589,0.475599,137961600
2824,1992-02-13,0.582589,0.582589,0.569196,0.573661,0.468311,76014400
2825,1992-02-14,0.569196,0.573661,0.564732,0.572545,0.468274,72587200
2826,1992-02-18,0.573661,0.575893,0.560268,0.560268,0.458233,68353600
2827,1992-02-19,0.560268,0.5625,0.551339,0.553571,0.452756,95670400
2828,1992-02-20,0.558036,0.578125,0.555804,0.577009,0.471925,130860800
2829,1992-02-21,0.578125,0.584821,0.575893,0.580357,0.474664,151580800
2830,1992-02-24,0.591518,0.59375,0.587054,0.590402,0.482879,171404800
2831,1992-02-25,0.591518,0.611607,0.582589,0.611607,0.500222,227214400
2832,1992-02-26,0.609375,0.625,0.609375,0.623884,0.510264,229084800
2833,1992-02-27,0.625,0.625,0.607143,0.611607,0.500222,122169600
2834,1992-02-28,0.611607,0.616071,0.598214,0.602679,0.49292,90395200
2835,1992-03-02,0.604911,0.611607,0.600446,0.600446,0.491094,89252800
2836,1992-03-03,0.604911,0.607143,0.591518,0.592634,0.484705,99276800
2837,1992-03-04,0.591518,0.595982,0.578125,0.580357,0.474664,115371200
2838,1992-03-05,0.575893,0.584821,0.5625,0.566964,0.46371,236723200
2839,1992-03-06,0.566964,0.571429,0.5625,0.571429,0.467362,134288000
2840,1992-03-09,0.569196,0.573661,0.566964,0.569196,0.465535,108942400
2841,1992-03-10,0.571429,0.578125,0.569196,0.569196,0.465535,122696000
2842,1992-03-11,0.569196,0.573661,0.5625,0.564732,0.461884,131656000
2843,1992-03-12,0.564732,0.569196,0.549107,0.560268,0.458233,152902400
2844,1992-03-13,0.564732,0.569196,0.553571,0.563616,0.460972,79184000
2845,1992-03-16,0.560268,0.566964,0.551339,0.565848,0.462797,56291200
2846,1992-03-17,0.566964,0.569196,0.560268,0.561384,0.459146,85097600
2847,1992-03-18,0.564732,0.571429,0.5625,0.569196,0.465535,81032000
2848,1992-03-19,0.569196,0.569196,0.560268,0.5625,0.460059,118518400
2849,1992-03-20,0.5625,0.564732,0.5625,0.564732,0.461884,54163200
2850,1992-03-23,0.5625,0.569196,0.5625,0.5625,0.460059,50075200
2851,1992-03-24,0.566964,0.580357,0.564732,0.580357,0.474664,209417600
2852,1992-03-25,0.580357,0.580357,0.573661,0.575893,0.471013,121553600
2853,1992-03-26,0.578125,0.582589,0.569196,0.571429,0.467362,123020800
2854,1992-03-27,0.570313,0.571429,0.540179,0.544643,0.445454,264532800
2855,1992-03-30,0.546875,0.546875,0.515625,0.518973,0.424459,339035200
2856,1992-03-31,0.520089,0.533482,0.517857,0.520089,0.425372,212632000
2857,1992-04-01,0.511161,0.529018,0.511161,0.526786,0.430849,159656000
2858,1992-04-02,0.526786,0.53125,0.521205,0.524554,0.429023,133974400
2859,1992-04-03,0.524554,0.529018,0.522321,0.526786,0.430849,116457600
2860,1992-04-06,0.526786,0.544643,0.526786,0.542411,0.443628,101987200
2861,1992-04-07,0.544643,0.546875,0.511161,0.511161,0.41807,230216000
2862,1992-04-08,0.508929,0.508929,0.488839,0.498884,0.408028,367024000
2863,1992-04-09,0.5,0.520089,0.493304,0.511161,0.41807,192136000
2864,1992-04-10,0.511161,0.513393,0.491071,0.495536,0.40529,274064000
2865,1992-04-13,0.495536,0.506696,0.493304,0.504464,0.412592,122830400
2866,1992-04-14,0.515625,0.529018,0.511161,0.524554,0.429023,144401600
2867,1992-04-15,0.517857,0.543527,0.513393,0.540179,0.441803,217358400
2868,1992-04-16,0.537946,0.542411,0.522321,0.526786,0.430849,258686400
2869,1992-04-20,0.526786,0.526786,0.5,0.506696,0.414418,206046400
2870,1992-04-21,0.508929,0.511161,0.5,0.502232,0.410767,180364800
2871,1992-04-22,0.502232,0.517857,0.502232,0.514509,0.420808,171528000
2872,1992-04-23,0.513393,0.520089,0.5,0.508929,0.416244,182817600
2873,1992-04-24,0.508929,0.520089,0.5,0.504464,0.412592,98280000
2874,1992-04-27,0.5,0.502232,0.491071,0.497768,0.407116,140268800
2875,1992-04-28,0.493304,0.497768,0.473214,0.484375,0.396162,174126400
2876,1992-04-29,0.484375,0.508929,0.484375,0.508929,0.416244,198900800
2877,1992-04-30,0.511161,0.537946,0.504464,0.53683,0.439064,260265600
2878,1992-05-01,0.535714,0.542411,0.520089,0.529018,0.432674,134377600
2879,1992-05-04,0.53125,0.546875,0.529018,0.540179,0.441803,123233600
2880,1992-05-05,0.540179,0.541295,0.53125,0.540179,0.441803,180084800
2881,1992-05-06,0.542411,0.554688,0.540179,0.551339,0.45093,177990400
2882,1992-05-07,0.549107,0.555804,0.540179,0.542411,0.443628,172356800
2883,1992-05-08,0.549107,0.561384,0.544643,0.553571,0.452756,198699200
2884,1992-05-11,0.553571,0.560268,0.549107,0.555804,0.454582,90899200
2885,1992-05-12,0.555804,0.5625,0.551339,0.555804,0.454582,77044800
2886,1992-05-13,0.558036,0.564732,0.555804,0.560268,0.458233,97473600
2887,1992-05-14,0.560268,0.5625,0.537946,0.547991,0.448192,156923200
2888,1992-05-15,0.544643,0.546875,0.540179,0.541295,0.442716,121307200
2889,1992-05-18,0.549107,0.549107,0.535714,0.539063,0.44089,129091200
2890,1992-05-19,0.542411,0.542411,0.526786,0.530134,0.433587,131678400
2891,1992-05-20,0.533482,0.537946,0.529018,0.535714,0.438151,173208000
2892,1992-05-21,0.537946,0.537946,0.524554,0.527902,0.431762,137692800
2893,1992-05-22,0.526786,0.533482,0.526786,0.53125,0.4345,46468800
2894,1992-05-26,0.53125,0.533482,0.524554,0.529018,0.432674,95614400
2895,1992-05-27,0.529018,0.537946,0.526786,0.537946,0.439976,154089600
2896,1992-05-28,0.535714,0.537946,0.526786,0.53125,0.4345,127243200
2897,1992-05-29,0.533482,0.541295,0.53125,0.533482,0.436326,178248000
2898,1992-06-01,0.511161,0.53125,0.5,0.513393,0.42074,248046400
2899,1992-06-02,0.513393,0.513393,0.502232,0.504464,0.413422,155680000
2900,1992-06-03,0.504464,0.504464,0.482143,0.483259,0.396044,300574400
2901,1992-06-04,0.484375,0.488839,0.477679,0.486607,0.398788,180152000
2902,1992-06-05,0.488839,0.493304,0.484375,0.489955,0.401532,112728000
2903,1992-06-08,0.491071,0.491071,0.482143,0.484375,0.396959,104339200
2904,1992-06-09,0.484375,0.484375,0.477679,0.482143,0.395129,101281600
2905,1992-06-10,0.482143,0.488839,0.477679,0.479911,0.3933,126604800
2906,1992-06-11,0.479911,0.484375,0.477679,0.481027,0.394215,140515200
2907,1992-06-12,0.486607,0.491071,0.484375,0.487723,0.399702,96510400
2908,1992-06-15,0.482143,0.482143,0.46875,0.469866,0.385068,189190400
2909,1992-06-16,0.462054,0.464286,0.435268,0.439732,0.360372,365355200
2910,1992-06-17,0.4375,0.439732,0.419643,0.424107,0.347567,304248000
2911,1992-06-18,0.424107,0.4375,0.399554,0.404018,0.331104,433720000
2912,1992-06-19,0.410714,0.410714,0.390625,0.399554,0.327446,427436800
2913,1992-06-22,0.392857,0.399554,0.381696,0.395089,0.323786,389939200
2914,1992-06-23,0.401786,0.40625,0.397321,0.404018,0.331104,311550400
2915,1992-06-24,0.40625,0.410714,0.404018,0.410714,0.336591,211064000
2916,1992-06-25,0.415179,0.415179,0.404018,0.407366,0.333848,160608000
2917,1992-06-26,0.408482,0.410714,0.397321,0.404018,0.331104,110364800
2918,1992-06-29,0.408482,0.420759,0.404018,0.417411,0.34208,188428800
2919,1992-06-30,0.417411,0.430804,0.415179,0.428571,0.351226,193345600
2920,1992-07-01,0.428571,0.441964,0.426339,0.4375,0.358543,143528000
2921,1992-07-02,0.4375,0.4375,0.408482,0.412946,0.338421,256648000
2922,1992-07-06,0.415179,0.417411,0.40625,0.412946,0.338421,122001600
2923,1992-07-07,0.412946,0.412946,0.388393,0.395089,0.323786,207088000
2924,1992-07-08,0.392857,0.408482,0.392857,0.408482,0.334762,195955200
2925,1992-07-09,0.410714,0.415179,0.408482,0.409598,0.335677,165793600
2926,1992-07-10,0.410714,0.412946,0.40067,0.408482,0.334762,143796800
2927,1992-07-13,0.408482,0.420759,0.404018,0.419643,0.343909,125563200
2928,1992-07-14,0.419643,0.428571,0.419643,0.424107,0.347567,125988800
2929,1992-07-15,0.424107,0.4375,0.421875,0.428571,0.351226,174462400
2930,1992-07-16,0.426339,0.4375,0.421875,0.435268,0.356714,139798400
2931,1992-07-17,0.401786,0.410714,0.398438,0.401786,0.329275,423640000
2932,1992-07-20,0.399554,0.404018,0.392857,0.399554,0.327446,192124800
2933,1992-07-21,0.40625,0.412946,0.401786,0.408482,0.334762,131947200
2934,1992-07-22,0.404018,0.40625,0.392857,0.395089,0.323786,161974400
2935,1992-07-23,0.397321,0.399554,0.390625,0.399554,0.327446,171516800
2936,1992-07-24,0.397321,0.412946,0.392857,0.409598,0.335677,134971200
2937,1992-07-27,0.408482,0.415179,0.404018,0.404018,0.331104,2396800
2938,1992-07-28,0.40625,0.415179,0.404018,0.415179,0.340251,134243200
2939,1992-07-29,0.416295,0.426339,0.415179,0.421875,0.345738,250768000
2940,1992-07-30,0.421875,0.424107,0.417411,0.421875,0.345738,137894400
2941,1992-07-31,0.421875,0.424107,0.417411,0.417411,0.34208,90708800
2942,1992-08-03,0.417411,0.421875,0.40625,0.408482,0.334762,68544000
2943,1992-08-04,0.401786,0.408482,0.399554,0.40625,0.332933,119716800
2944,1992-08-05,0.40625,0.40625,0.397321,0.399554,0.327446,139260800
2945,1992-08-06,0.395089,0.397321,0.381696,0.392857,0.321957,257969600
2946,1992-08-07,0.375,0.390625,0.370536,0.387277,0.317384,219161600
2947,1992-08-10,0.386161,0.397321,0.383929,0.393973,0.322872,91448000
2948,1992-08-11,0.397321,0.397321,0.383929,0.388393,0.318299,121307200
2949,1992-08-12,0.390625,0.395089,0.386161,0.393973,0.322872,121385600
2950,1992-08-13,0.397321,0.40625,0.395089,0.399554,0.327446,170990400
2951,1992-08-14,0.401786,0.404018,0.397321,0.399554,0.327446,136102400
2952,1992-08-17,0.395089,0.399554,0.390625,0.399554,0.328326,128710400
2953,1992-08-18,0.397321,0.404018,0.397321,0.399554,0.328326,112313600
2954,1992-08-19,0.398438,0.404018,0.397321,0.397321,0.326491,170542400
2955,1992-08-20,0.399554,0.401786,0.395089,0.399554,0.328326,108908800
2956,1992-08-21,0.399554,0.404018,0.392857,0.398438,0.327409,109468800
2957,1992-08-24,0.395089,0.399554,0.386161,0.386161,0.31732,152174400
2958,1992-08-25,0.386161,0.397321,0.386161,0.396205,0.325574,132361600
2959,1992-08-26,0.395089,0.397321,0.386161,0.395089,0.324657,121060800
2960,1992-08-27,0.399554,0.402902,0.395089,0.397321,0.326491,82745600
2961,1992-08-28,0.395089,0.404018,0.392857,0.401786,0.33016,61241600
2962,1992-08-31,0.401786,0.412946,0.399554,0.410714,0.337496,121116800
2963,1992-09-01,0.412946,0.415179,0.408482,0.415179,0.341165,60289600
2964,1992-09-02,0.415179,0.435268,0.415179,0.433036,0.355839,189896000
2965,1992-09-03,0.4375,0.439732,0.426339,0.426339,0.350336,211859200
2966,1992-09-04,0.430804,0.430804,0.417411,0.421875,0.346667,63235200
2967,1992-09-08,0.417411,0.428571,0.415179,0.426339,0.350336,70000000
2968,1992-09-09,0.428571,0.439732,0.426339,0.4375,0.359507,157203200
2969,1992-09-10,0.428571,0.441964,0.424107,0.439732,0.361341,228177600
2970,1992-09-11,0.4375,0.439732,0.424107,0.425223,0.349418,179883200
2971,1992-09-14,0.4375,0.446429,0.433036,0.441964,0.363175,214681600
2972,1992-09-15,0.439732,0.439732,0.426339,0.430804,0.354005,218523200
2973,1992-09-16,0.426339,0.430804,0.415179,0.419643,0.344833,178718400
2974,1992-09-17,0.421875,0.421875,0.405134,0.410714,0.337496,172435200
2975,1992-09-18,0.408482,0.418527,0.404018,0.415179,0.341165,115606400
2976,1992-09-21,0.417411,0.426339,0.412946,0.415179,0.341165,89678400
2977,1992-09-22,0.417411,0.417411,0.404018,0.408482,0.335662,111540800
2978,1992-09-23,0.410714,0.424107,0.40625,0.424107,0.348502,123972800
2979,1992-09-24,0.421875,0.426339,0.412946,0.412946,0.33933,125652800
2980,1992-09-25,0.412946,0.415179,0.404018,0.40625,0.333828,137468800
2981,1992-09-28,0.401786,0.401786,0.390625,0.399554,0.328326,149520000
2982,1992-09-29,0.397321,0.40625,0.392857,0.40067,0.329243,157270400
2983,1992-09-30,0.401786,0.40625,0.397321,0.402902,0.331077,100049600
2984,1992-10-01,0.399554,0.402902,0.395089,0.395089,0.324657,122729600
2985,1992-10-02,0.397321,0.399554,0.383929,0.390625,0.320988,113545600
2986,1992-10-05,0.386161,0.390625,0.370536,0.388393,0.319154,264958400
2987,1992-10-06,0.390625,0.401786,0.381696,0.399554,0.328326,113444800
2988,1992-10-07,0.401786,0.404018,0.388393,0.390625,0.320988,113310400
2989,1992-10-08,0.392857,0.395089,0.383929,0.388393,0.319154,126974400
2990,1992-10-09,0.388393,0.392857,0.383929,0.387277,0.318237,58744000
2991,1992-10-12,0.386161,0.395089,0.386161,0.392857,0.322822,71635200
2992,1992-10-13,0.399554,0.410714,0.392857,0.405134,0.332911,147179200
2993,1992-10-14,0.404018,0.412946,0.401786,0.410714,0.337496,95726400
2994,1992-10-15,0.408482,0.410714,0.404018,0.40625,0.333828,75420800
2995,1992-10-16,0.417411,0.441964,0.415179,0.4375,0.359507,451348800
2996,1992-10-19,0.4375,0.439732,0.433036,0.4375,0.359507,196044800
2997,1992-10-20,0.4375,0.446429,0.433036,0.438616,0.360424,287246400
2998,1992-10-21,0.439732,0.441964,0.428571,0.433036,0.355839,114251200
2999,1992-10-22,0.433036,0.439732,0.430804,0.435268,0.357673,84470400
3000,1992-10-23,0.439732,0.441964,0.430804,0.435268,0.357673,91425600
3001,1992-10-26,0.435268,0.459821,0.433036,0.459821,0.377849,250689600
3002,1992-10-27,0.459821,0.46875,0.455357,0.459821,0.377849,211960000
3003,1992-10-28,0.457589,0.470982,0.453125,0.466518,0.383352,196593600
3004,1992-10-29,0.466518,0.482143,0.459821,0.475446,0.390688,213897600
3005,1992-10-30,0.477679,0.477679,0.464286,0.46875,0.385186,129830400
3006,1992-11-02,0.46875,0.470982,0.462054,0.466518,0.383352,170094400
3007,1992-11-03,0.46875,0.46875,0.459821,0.464286,0.381518,112750400
3008,1992-11-04,0.464286,0.470982,0.464286,0.46875,0.385186,141960000
3009,1992-11-05,0.46875,0.491071,0.46875,0.491071,0.403528,298054400
3010,1992-11-06,0.488839,0.504464,0.488839,0.497768,0.409031,263972800
3011,1992-11-09,0.5,0.5,0.488839,0.493304,0.405363,112929600
3012,1992-11-10,0.491071,0.504464,0.488839,0.502232,0.412699,122225600
3013,1992-11-11,0.504464,0.520089,0.502232,0.506696,0.416367,140425600
3014,1992-11-12,0.508929,0.513393,0.503348,0.507813,0.417285,107598400
3015,1992-11-13,0.508929,0.511161,0.5,0.502232,0.412699,84750400
3016,1992-11-16,0.502232,0.515625,0.5,0.512277,0.420953,67547200
3017,1992-11-17,0.511161,0.513393,0.489955,0.493304,0.405363,168806400
3018,1992-11-18,0.5,0.520089,0.495536,0.515625,0.423705,304808000
3019,1992-11-19,0.515625,0.53125,0.515625,0.520089,0.427373,240542400
3020,1992-11-20,0.522321,0.524554,0.508929,0.513393,0.42187,155489600
3021,1992-11-23,0.504464,0.508929,0.502232,0.506696,0.416367,152723200
3022,1992-11-24,0.508929,0.513393,0.504464,0.513393,0.42187,156822400
3023,1992-11-25,0.508929,0.511161,0.5,0.504464,0.414533,117342400
3024,1992-11-27,0.504464,0.511161,0.502232,0.504464,0.414533,47196800
3025,1992-11-30,0.502232,0.513393,0.496652,0.513393,0.422768,160507200
3026,1992-12-01,0.511161,0.526786,0.506696,0.520089,0.428282,130144000
3027,1992-12-02,0.520089,0.522321,0.508929,0.511161,0.42093,97776000
3028,1992-12-03,0.504464,0.514509,0.501116,0.513393,0.422768,187588800
3029,1992-12-04,0.511161,0.513393,0.504464,0.507813,0.418173,95782400
3030,1992-12-07,0.506696,0.515625,0.506696,0.515625,0.424606,144222400
3031,1992-12-08,0.515625,0.524554,0.515625,0.518973,0.427363,196638400
3032,1992-12-09,0.515625,0.517857,0.511161,0.514509,0.423687,159409600
3033,1992-12-10,0.511161,0.514509,0.504464,0.511161,0.42093,140190400
3034,1992-12-11,0.511161,0.520089,0.511161,0.513393,0.422768,120187200
3035,1992-12-14,0.513393,0.515625,0.506696,0.511161,0.42093,110510400
3036,1992-12-15,0.506696,0.508929,0.495536,0.503348,0.414496,182537600
3037,1992-12-16,0.502232,0.508929,0.486607,0.491071,0.404386,225926400
3038,1992-12-17,0.493304,0.513393,0.493304,0.507813,0.418173,233867200
3039,1992-12-18,0.513393,0.529018,0.511161,0.520089,0.428282,235457600
3040,1992-12-21,0.520089,0.535714,0.517857,0.532366,0.438392,256065600
3041,1992-12-22,0.533482,0.546875,0.533482,0.541295,0.445745,280168000
3042,1992-12-23,0.537946,0.540179,0.529018,0.533482,0.439311,112336000
3043,1992-12-24,0.535714,0.535714,0.526786,0.526786,0.433797,45964800
3044,1992-12-28,0.529018,0.533482,0.529018,0.53125,0.437473,70448000
3045,1992-12-29,0.53125,0.542411,0.53125,0.532366,0.438392,116278400
3046,1992-12-30,0.533482,0.533482,0.524554,0.524554,0.431959,100587200
3047,1992-12-31,0.524554,0.535714,0.524554,0.533482,0.439311,92232000
3048,1993-01-04,0.53125,0.535714,0.515625,0.520089,0.428282,129136000
3049,1993-01-05,0.517857,0.529018,0.511161,0.529018,0.435635,186256000
3050,1993-01-06,0.542411,0.553571,0.540179,0.551339,0.454016,281400000
3051,1993-01-07,0.551339,0.558036,0.541295,0.544643,0.448502,272137600
3052,1993-01-08,0.542411,0.5625,0.533482,0.555804,0.457693,320936000
3053,1993-01-11,0.553571,0.574777,0.551339,0.572545,0.471478,273728000
3054,1993-01-12,0.560268,0.569196,0.549107,0.549107,0.452178,346158400
3055,1993-01-13,0.549107,0.571429,0.546875,0.566964,0.466882,199640000
3056,1993-01-14,0.571429,0.582589,0.569196,0.580357,0.477911,367808000
3057,1993-01-15,0.544643,0.555804,0.535714,0.537946,0.442987,902630400
3058,1993-01-18,0.53125,0.535714,0.517857,0.53125,0.437473,333636800
3059,1993-01-19,0.533482,0.540179,0.529018,0.533482,0.439311,274041600
3060,1993-01-20,0.533482,0.537946,0.53125,0.535714,0.441149,158737600
3061,1993-01-21,0.533482,0.537946,0.524554,0.535714,0.441149,184419200
3062,1993-01-22,0.537946,0.537946,0.526786,0.53125,0.437473,146944000
3063,1993-01-25,0.529018,0.540179,0.529018,0.535714,0.441149,202272000
3064,1993-01-26,0.540179,0.553571,0.540179,0.542411,0.446664,285622400
3065,1993-01-27,0.544643,0.551339,0.524554,0.537946,0.442987,226620800
3066,1993-01-28,0.535714,0.537946,0.529018,0.534598,0.44023,184038400
3067,1993-01-29,0.537946,0.546875,0.526786,0.53125,0.437473,266100800
3068,1993-02-01,0.529018,0.546875,0.529018,0.546875,0.45034,240553600
3069,1993-02-02,0.542411,0.549107,0.537946,0.537946,0.442987,182336000
3070,1993-02-03,0.544643,0.544643,0.522321,0.535714,0.441149,264185600
3071,1993-02-04,0.535714,0.537946,0.526786,0.53125,0.437473,208152000
3072,1993-02-05,0.529018,0.53125,0.502232,0.511161,0.42093,367617600
3073,1993-02-08,0.508929,0.513393,0.495536,0.504464,0.415415,281075200
3074,1993-02-09,0.508929,0.512277,0.504464,0.507813,0.418173,238660800
3075,1993-02-10,0.508929,0.511161,0.491071,0.497768,0.409901,268284800
3076,1993-02-11,0.497768,0.502232,0.491071,0.492188,0.405306,168268800
3077,1993-02-12,0.491071,0.495536,0.479911,0.481027,0.396979,275396800
3078,1993-02-16,0.477679,0.477679,0.459821,0.473214,0.390531,407736000
3079,1993-02-17,0.475446,0.482143,0.464286,0.481027,0.396979,249580800
3080,1993-02-18,0.491071,0.493304,0.477679,0.491071,0.405268,280123200
3081,1993-02-19,0.493304,0.495536,0.488839,0.491071,0.405268,177800000
3082,1993-02-22,0.491071,0.5,0.488839,0.492188,0.40619,98761600
3083,1993-02-23,0.491071,0.493304,0.482143,0.484375,0.399742,194073600
3084,1993-02-24,0.465402,0.481027,0.465402,0.478795,0.395137,286563200
3085,1993-02-25,0.475446,0.488839,0.475446,0.488839,0.403426,167227200
3086,1993-02-26,0.484375,0.484375,0.466518,0.473214,0.390531,294884800
