,Date,30D %chg_x,30D %chg_y
0,2010-02-16,-0.0035368739337773734,-0.0027122969121852673
1,2010-02-17,-0.0038951791844840508,-0.0030014387491597424
2,2010-02-18,-0.003646090598776586,-0.0026772481538678543
3,2010-02-19,-0.0031472544331046922,-0.0025816673694397034
4,2010-02-22,-0.0032793756321310317,-0.0025129213875980955
5,2010-02-23,-0.004035661909787857,-0.003338025735245694
6,2010-02-24,-0.0032056802838602277,-0.002731877204249655
7,2010-02-25,-0.002191222590135422,-0.0022543254902730645
8,2010-02-26,-0.0022680678774664362,-0.0023301969275394594
9,2010-03-01,-0.0016352744845102038,-0.0027553789646132974
10,2010-03-02,-0.0010166086277808536,-0.0032301141202838077
11,2010-03-03,-0.0020280102012380876,-0.0036679781037289787
12,2010-03-04,-0.0013070192135752555,-0.0032308513495760654
13,2010-03-05,-5.4873086591792725e-05,-0.0026588833163857777
14,2010-03-08,0.001259878790620735,-0.0013747630686064402
15,2010-03-09,0.0018868618510782698,-0.00118585028438651
16,2010-03-10,0.0020388896952279966,-0.0014012670718848042
17,2010-03-11,0.0021096058762963793,-0.001430093260605551
18,2010-03-12,0.002914109178564746,-0.0007273304888362716
19,2010-03-15,0.004181605214649616,0.0013158302831529152
20,2010-03-16,0.0038128123882243737,0.001235696989907087
21,2010-03-17,0.003705714715319586,0.0012768453631422315
22,2010-03-18,0.00309411143632277,0.0008179253882934538
23,2010-03-19,0.0035104257341974014,0.0012617615211846678
24,2010-03-22,0.003667817008282,0.0013509463476576297
25,2010-03-23,0.004337070116226834,0.0020227481949275333
26,2010-03-24,0.004629425898088283,0.0018965674548127476
27,2010-03-25,0.004144076753304249,0.0021452765162903657
28,2010-03-26,0.0037797206142035486,0.0014421692216329903
29,2010-03-29,0.003310506557580743,0.0011637011786379474
30,2010-03-30,0.0029638455325290748,0.0010605047509014624
31,2010-03-31,0.0031622091519843964,0.0005967942745462011
32,2010-04-01,0.002745108492751125,-6.20363983500368e-05
33,2010-04-05,0.003274398833081312,0.00012132349298240585
34,2010-04-06,0.0037782176777618787,0.000442858525087142
35,2010-04-07,0.004414324974493333,0.0010668385669090194
36,2010-04-08,0.003937776369422804,0.0016204032259054943
37,2010-04-09,0.0032072588029795884,0.0016653538013497856
38,2010-04-12,0.0028507012394696995,0.0017192194449346053
39,2010-04-13,0.002404346402290499,0.001761241934733319
40,2010-04-14,0.002631549408315333,0.002504403247493444
41,2010-04-15,0.00299518879346257,0.002616941957341945
42,2010-04-16,0.002610527151569475,0.002287918700976943
43,2010-04-19,0.001994048527304134,0.0026618267543572585
44,2010-04-20,0.0016051874133937382,0.0026827421445069963
45,2010-04-21,0.0009401236626336259,0.0024026300898812264
46,2010-04-22,0.0018520345418812571,0.002651439223889714
47,2010-04-23,0.0019685838014017578,0.0021454538006532185
48,2010-04-26,0.0017896734220017327,0.0023205784658236047
49,2010-04-27,0.0013651616577927573,0.0020872188150231025
50,2010-04-28,0.0011160905287899,0.002133087977608424
51,2010-04-29,0.0019439393178146173,0.0020616356158876764
52,2010-04-30,0.0008447165821178993,0.0015155256398755442
53,2010-05-03,0.001538475134303996,0.0019124382066489068
54,2010-05-04,0.00035756026778582806,0.001373492567594037
55,2010-05-05,0.00034567916776472306,0.00113638238574059
56,2010-05-06,-0.0009030618106651252,0.0005277227209912935
57,2010-05-07,-0.0013603704388943907,-0.0005030068856590186
58,2010-05-10,-0.001146108894279659,-0.00010708903997740752
59,2010-05-11,-0.00043939880462032785,0.00025999350668898247
60,2010-05-12,3.2722729129541774e-05,0.0006315960244319796
61,2010-05-13,-0.0005133715960734049,0.0010024217909058385
62,2010-05-14,-0.0004862410833553173,0.0009099879667783583
63,2010-05-17,-0.0010469747468816644,0.0005437414719740907
64,2010-05-18,-0.0018337601111687177,3.7601236963047405e-05
65,2010-05-19,-0.0021348418853672185,-0.0005068469911553001
66,2010-05-20,-0.0026346822459778077,-0.0018399686007641413
67,2010-05-21,-0.0013242492417593677,-0.0020111615385097537
68,2010-05-24,-0.0014067327291809669,-0.0028083461833327958
69,2010-05-25,-0.0006677976200710052,-0.002594213280595022
70,2010-05-26,-0.001519264787267438,-0.004177077871134701
71,2010-05-27,-0.0015793327279591115,-0.0038813701498348176
72,2010-05-28,-0.001744986328363233,-0.003803057639453263
73,2010-06-01,-0.0016040581172900525,-0.003625518787516328
74,2010-06-02,-0.0011486369027735772,-0.0032633579335687186
75,2010-06-03,-0.0014616748405347176,-0.0028741526458397077
76,2010-06-04,-0.0028144564225801396,-0.003645921469888443
77,2010-06-07,-0.004116251135756603,-0.0041587625520072965
78,2010-06-08,-0.00433911954308065,-0.004461860358884758
79,2010-06-09,-0.004783064715961826,-0.004922488083766585
80,2010-06-10,-0.0038022036617349373,-0.005084142918039795
81,2010-06-11,-0.0038054240886722748,-0.0043342373330211926
82,2010-06-14,-0.003006794843447391,-0.004229668281485732
83,2010-06-15,-0.0027958198412198895,-0.0033617350049212403
84,2010-06-16,-0.0014768664333124478,-0.0031246755505107177
85,2010-06-17,-0.0017103639776871276,-0.0034527025001366064
86,2010-06-18,-0.0004921137213080851,-0.002677049026010336
87,2010-06-21,-0.000321113832446455,-0.0028805684584744047
88,2010-06-22,-0.0006122951355055362,-0.0032970794685974526
89,2010-06-23,-0.0016699830750793176,-0.0041372371242247834
90,2010-06-24,-0.00228244041744704,-0.005268589416358094
91,2010-06-25,-0.0020817098199296556,-0.005937751983790592
92,2010-06-28,-0.0017355742174657593,-0.005901530858717907
93,2010-06-29,-0.0026760845089665365,-0.006828240099392676
94,2010-06-30,-0.002749429809608983,-0.006931373647453746
95,2010-07-01,-0.0033573332759996447,-0.006503064073214189
96,2010-07-02,-0.0032619666771396124,-0.005980496782691688
97,2010-07-06,-0.004936844534032773,-0.006074584521039173
98,2010-07-07,-0.0037782126769195274,-0.004682831811784313
99,2010-07-08,-0.0051532088722482565,-0.005486093353171658
100,2010-07-09,-0.00400322366649245,-0.004017908797784967
101,2010-07-12,-0.004528887088462766,-0.0038219179894510807
102,2010-07-13,-0.004794143412056762,-0.0037835761952569992
103,2010-07-14,-0.004492696772960095,-0.004332038883542477
104,2010-07-15,-0.003985960704700705,-0.004830606813327654
105,2010-07-16,-0.004158859438887763,-0.0060299532221856356
106,2010-07-19,-0.004442009493279853,-0.005273463071797739
107,2010-07-20,-0.002259761090804476,-0.0037579195511360463
108,2010-07-21,-0.003109413804982053,-0.004198101087336548
109,2010-07-22,-0.0018398522974517348,-0.0031985682469478083
110,2010-07-23,-0.002242267166174346,-0.0030648338842267364
111,2010-07-26,-0.0030435958562646396,-0.0035808218519231883
112,2010-07-27,-0.002414645199904301,-0.0030912784837087742
113,2010-07-28,-0.0032853330610319513,-0.004319143926883295
114,2010-07-29,-0.004402898424605539,-0.004257816837803925
115,2010-07-30,-0.004382182515706142,-0.003941696915190962
116,2010-08-02,-0.004424553616735005,-0.0035941161473970825
117,2010-08-03,-0.0034043780175578298,-0.0026118987560021806
118,2010-08-04,-0.003593608833426931,-0.0026503297089260874
119,2010-08-05,-0.003159181521474556,-0.00219954389062423
120,2010-08-06,-0.0028734017175304177,-0.0011074878766979953
121,2010-08-09,-0.0024242590933407156,-0.00033726057713117464
122,2010-08-10,-0.0026517834486552614,-0.00040741167605660896
123,2010-08-11,-0.002328434807876604,0.000968454695650182
124,2010-08-12,-0.0009666965189009262,0.0014788817761019998
125,2010-08-13,-0.0005415876890262535,0.0014462741985159695
126,2010-08-16,-6.110417768270259e-05,0.0017662697824916806
127,2010-08-17,0.0005055567530590481,0.0015974948247747293
128,2010-08-18,-0.0004891961294177349,0.00111487875412782
129,2010-08-19,-0.00032192489473507056,0.0011286270331094712
130,2010-08-20,-0.0006427493853944477,0.0011011372139463052
131,2010-08-23,-0.0012758641279301448,0.00033713867798288816
132,2010-08-24,-0.001064423572321967,0.00028121414398995327
133,2010-08-25,-0.000833041086770614,0.0004985330982383222
134,2010-08-26,-0.001967544323968858,0.00011186219907749484
135,2010-08-27,-0.0015536288838930768,0.000991798130499381
136,2010-08-30,-0.0007391137319790834,0.0004908084562143533
137,2010-08-31,-0.0018005322945045385,-0.0005241294714020498
138,2010-09-01,-5.0983341873741166e-05,0.00042476726904383533
139,2010-09-02,-0.00010359955375842297,7.731870846237055e-05
140,2010-09-03,7.760255746332618e-06,0.00018477793967961083
141,2010-09-07,0.0002520318094582641,-0.00031821784549490215
142,2010-09-08,0.00024477086952660784,-0.0005376017838241154
143,2010-09-09,0.0003396109890182723,-0.0006322077440025369
144,2010-09-10,0.0006998988090688737,-0.0006853491427289379
145,2010-09-13,0.0006757286669794545,0.0004904257232324349
146,2010-09-14,0.0007269105491997626,4.104853642118433e-05
147,2010-09-15,0.0008642312526678501,0.00011850214497315381
148,2010-09-16,0.0016272624051867728,0.0010130144070289746
149,2010-09-17,0.001352594086125251,0.0009337155985826628
150,2010-09-20,0.0021760906471480065,0.0006416936812081368
151,2010-09-21,0.0021311030263145405,0.00020936125476831436
152,2010-09-22,0.0027817933269315884,0.00017653094141071302
153,2010-09-23,0.0037632914113225335,-0.00017538137026000452
154,2010-09-24,0.003099271958524593,-8.153481310189485e-05
155,2010-09-27,0.00311728918044815,-0.0003109468775488085
156,2010-09-28,0.002548266771722822,-0.0006638053675455373
157,2010-09-29,0.0023125945407107885,-0.0008397412252774054
158,2010-09-30,0.001613277390004649,-0.0011913651077992396
159,2010-10-01,0.0015806543421965635,-0.0014724905794466355
160,2010-10-04,0.0011968637802822423,-0.0014323567088749564
